STATE,ST_CASE,PERMVIT,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,DRUNK_DR
22,220596,4,19,0,4,10,2015,1,22,40,4,CR-N PERKINS FERRY RD,,0,30.31688056,-93.23281944,0,22,45,22,54,23,55,1
22,220597,2,55,2120,12,10,2015,2,6,25,3,SR-93 RUE DU BELIER,,15,30.20338889,-92.09216111,0,6,26,6,33,7,5,0
22,220598,4,19,1250,15,10,2015,5,19,17,1,I-210 W @ LAKE STREET OVERPASS,,54,30.19705278,-93.2343,0,19,17,19,19,20,30,1
22,220599,2,71,1690,19,10,2015,2,12,15,6,POLAND AVE,N JOHNSON ST,0,29.97416667,-90.02979444,0,99,99,99,99,99,99,0
22,220600,1,103,0,21,10,2015,4,9,40,3,SR-59,,94,30.49166111,-90.040775,0,9,40,9,50,88,88,0
22,220601,5,71,1690,22,10,2015,5,4,31,7,N CLAIBORNE AVE,GOV NICHOLLS ST,2364,29.96815,-90.06942222,0,99,99,99,99,99,99,1
22,220602,1,71,1690,24,10,2015,7,5,0,7,N CLAIBORNE AVE,KELEREC ST,2366,29.97037778,-90.06804722,0,5,0,99,98,88,88,1
22,220603,1,51,1190,25,10,2015,1,12,42,6,JOE YENNI BLVD,,0,30.03906944,-90.25338889,0,12,43,12,50,13,14,0
22,220604,3,41,2450,17,10,2015,7,18,42,2,US-425 FRONT ST,LOWRY ST,530,32.17750833,-91.72596111,0,18,40,18,45,19,46,0
22,220605,1,51,1545,4,11,2015,4,22,15,2,US-61,SR-3046 CAUSEWAY BLVD,9,29.97433889,-90.15634167,0,99,99,99,99,99,99,0
22,220607,2,47,0,6,11,2015,6,3,45,1,I-10,,1339,30.39296389,-91.53513056,0,3,45,4,12,5,13,0
22,220608,2,121,0,20,11,2015,6,5,14,3,SR-620,SR-983,21,30.53626111,-91.32808056,0,5,25,5,38,88,88,1
22,220609,2,51,0,22,11,2015,1,1,10,3,SR-3139 EARHART BLVD,,40,29.96961667,-90.13940556,0,1,12,1,18,88,88,1
22,220610,1,79,1290,20,10,2015,3,10,30,3,SR-457 LATANIER RD,,36,31.11061111,-92.34621111,0,10,30,10,44,11,14,0
22,220611,2,119,1550,16,11,2015,2,22,0,3,SR-531,I-20 EXIT RAMP,111,32.57995,-93.248,0,22,0,22,6,88,88,0
22,220612,3,71,1690,19,11,2015,5,13,12,6,LAKESHORE DR,MARCONI DR,0,30.02821944,-90.09631111,0,13,16,13,24,13,46,0
22,220613,2,17,2130,21,11,2015,7,1,47,3,SR-511 W 70TH STREET,MERIWETHER,73,32.43383333,-93.8319,0,1,55,1,58,88,88,1
22,220614,2,63,0,1,12,2015,3,7,15,3,SR-442,,82,30.56975278,-90.62980833,0,7,25,7,39,8,34,0
22,220615,3,89,0,2,12,2015,4,21,15,3,SR-18,,492,29.99026944,-90.43570278,0,21,24,21,36,22,16,0
22,220616,9,65,0,3,12,2015,5,18,24,1,I-20,,1650,32.41950833,-91.30078056,0,18,38,18,47,19,32,0
22,220617,2,103,0,5,12,2015,7,23,0,1,I-12,,708,30.37853889,-89.97077778,0,88,88,88,88,88,88,0
22,220618,1,53,0,6,12,2015,1,18,50,2,US-165,,129,30.39744167,-92.89942778,0,88,88,88,88,88,88,0
22,220619,1,5,9898,9,12,2015,4,17,40,3,SR-73,,83,30.30853611,-90.97266111,0,17,44,17,50,88,88,0
22,220620,1,5,0,9,12,2015,4,23,20,3,SR-22,,141,30.21895556,-90.80632778,0,23,31,23,44,0,2,1
22,220621,1,57,850,12,12,2015,7,99,99,3,SR-1,,322,29.36706667,-90.25774722,0,5,50,5,55,88,88,0
22,220622,1,105,0,12,12,2015,7,19,11,3,SR-1065 NORTH CHERRY,,21,30.53519167,-90.46194444,0,19,11,19,18,88,88,1
22,220623,1,59,0,17,12,2015,5,4,30,3,SR-127,,96,31.58489722,-92.14175833,0,4,32,4,49,88,88,0
22,220624,1,97,0,17,12,2015,5,15,57,4,CR-LEE RICHARD LOOP,,0,30.78796944,-92.05803889,0,16,9,16,21,88,88,0
22,220625,5,55,1230,17,12,2015,5,18,23,2,US-167 JOHNSTON ST,,133,30.15392222,-92.09095,0,18,23,18,33,19,24,0
22,220626,1,77,0,20,12,2015,1,19,29,3,SR-978,,32,30.59767778,-91.47484444,0,19,54,19,54,88,88,1
22,220627,6,45,0,22,12,2015,3,17,45,3,SR-88,,53,30.06146944,-91.88183889,0,17,51,18,2,18,40,0
22,220628,2,57,1970,24,12,2015,5,23,4,3,SR-308,,463,29.73498611,-90.62809722,0,23,8,23,21,0,20,0
22,220629,1,91,0,24,12,2015,5,22,5,3,SR-38,,139,30.92849167,-90.61310556,0,22,7,22,30,22,58,0
22,220630,1,63,0,25,12,2015,6,16,30,3,SR-42,,458,30.44006944,-90.58048611,0,16,31,16,44,17,12,0
22,220631,1,127,0,27,12,2015,1,18,40,2,US-71,,1178,31.75491667,-92.94075,0,18,40,18,59,88,88,0
22,220632,2,15,0,28,12,2015,2,23,50,4,CR-CAMP JOY RD,,0,32.41508889,-93.44248056,0,23,52,0,1,1,1,1
22,220633,3,19,1250,29,12,2015,3,19,33,2,US-171,,56,30.31415278,-93.19717778,0,19,34,19,42,20,7,0
22,220634,2,79,770,31,12,2015,5,6,30,2,US-165,,652,31.07119444,-92.52209167,0,6,37,6,41,7,19,0
22,220635,1,47,960,11,12,2015,6,9,19,3,SR-77,,222,30.42149167,-91.43609722,0,9,19,9,26,10,10,0
22,220636,4,95,1270,9,11,2015,2,9,31,2,US-51,,16,30.08343889,-90.46289444,0,9,41,9,55,10,58,0
22,220637,3,75,1945,26,11,2015,5,1,50,4,CR-11,,0,29.44976111,-89.61913889,0,1,54,2,1,88,88,1
22,220638,1,15,0,22,12,2015,3,99,99,3,SR-162,,82,32.71518889,-93.60649722,0,7,59,8,10,88,88,1
22,220639,2,71,1690,29,8,2015,7,20,55,3,SR-3021 ELYSIAN FIELDS AVENUE,,15,29.99493611,-90.05905,0,20,56,21,5,99,99,0
22,220640,2,19,1100,8,12,2015,3,17,48,2,US-90,,452,30.23143333,-93.00185,0,17,50,17,55,18,28,0
22,220641,2,71,1690,25,12,2015,6,21,57,3,SR-428 GENERAL DEGAULLE,GARDEN OAKS DRIVE,32,29.92480278,-90.02145833,0,99,99,99,99,99,99,1
22,220642,3,71,1690,9,8,2015,1,0,26,6,PLYMOUTH PLACE,,0,29.91791944,-90.00131944,0,0,26,0,29,0,53,1
22,220643,1,71,1690,26,12,2015,7,6,17,2,US-90 CHEF MENTEUR,,2817,30.09046389,-89.78187222,0,88,88,88,88,88,88,0
22,220644,1,19,1250,30,12,2015,4,2,56,3,SR-384 UNIVERSITY DRIVE,,339,30.17096111,-93.22173611,0,2,59,3,1,3,26,0
22,220645,5,17,0,12,12,2015,7,22,40,1,I-49,,2210,32.71673056,-93.86736111,0,22,44,23,4,23,37,1
22,220646,2,101,1600,13,12,2015,1,7,0,2,US-90,,1767,29.70048611,-91.18504444,0,7,18,7,27,88,88,0
22,220648,1,55,0,15,12,2015,3,1,9,3,SR-343,,133,30.17646944,-92.17575,0,1,40,1,27,88,88,0
22,220649,4,111,0,16,12,2015,4,16,0,4,CR-NORTH SPILLWAY RD,,0,32.73133056,-92.34318889,0,16,7,16,18,17,0,0
22,220650,2,123,0,17,12,2015,5,1,16,3,SR-17,,483,32.76039444,-91.41862778,0,1,18,1,25,1,54,1
22,220651,1,17,2130,13,12,2015,1,21,48,1,I-49,,2060,32.48357222,-93.75516944,0,21,48,21,53,88,88,0
22,220652,5,99,250,8,12,2015,3,19,24,5,E BRIDGE ST,,0,30.27816111,-91.89458056,0,19,26,19,30,19,59,1
22,220653,1,105,1910,16,12,2015,4,17,12,5,E PINE ST,,0,30.44096944,-90.4316,0,17,12,17,23,18,6,0
22,220654,6,17,2130,18,12,2015,6,21,46,3,SR-1 E BERT KOUNS LOOP,YOUREE DR,3831,32.43184167,-93.71174722,0,21,47,21,52,22,10,2
22,220655,1,33,2490,21,12,2015,2,5,35,3,SR-64 CHURCH ST,,17,30.65119167,-91.16464167,0,5,35,5,39,88,88,1
22,220656,1,17,2130,22,12,2015,3,23,15,6,ST. VINCENT AVE,,0,32.43996111,-93.75885278,0,23,14,23,15,88,88,0
22,220657,3,105,1910,23,12,2015,4,19,2,7,I-55 SERVICE RD,,253,30.42775,-90.45261111,0,19,2,19,21,19,51,0
22,220658,3,73,1560,25,12,2015,6,18,45,2,US-165 STERLINGTON,GARDEN LN,1831,32.57813333,-92.07246389,0,18,51,18,57,19,28,1
22,220659,3,33,150,26,12,2015,7,5,45,3,SR-30,,51,30.37537778,-91.16220833,0,5,45,5,52,6,52,1
22,220660,1,99,0,21,12,2015,2,12,53,9,DUCHAMP RD,,0,30.11265,-91.90353056,0,12,57,13,8,88,88,0
22,220661,3,33,150,15,7,2015,4,11,35,2,US-61 SCENIC HWY,,819,30.51353056,-91.17486111,0,11,37,11,46,12,14,0
22,220662,1,33,150,14,11,2015,7,7,22,2,US-61 FLORIDA BLVD,,3,30.4519,-91.1019,0,7,26,7,28,88,88,0
22,220663,1,33,150,11,10,2015,1,2,28,3,SR-67 - PLANK RD,,46,30.50983889,-91.14951111,0,2,28,2,32,2,54,1
22,220664,1,17,0,5,12,2015,7,99,99,3,SR-530 BELCHER OIL CITY RD,,56,32.7709,-93.908,0,5,15,5,25,88,88,1
22,220665,5,47,0,1,12,2015,3,15,45,1,I-10,,1323,30.38613333,-91.56042222,0,15,49,16,17,17,38,0
22,220666,1,63,0,31,12,2015,5,19,3,4,CR-MCARTHUR RD,BLACK MUD RD,0,30.47411944,-90.80188889,0,99,99,99,97,99,97,0
22,220667,1,51,97,22,12,2015,3,23,9,2,US-90,,2471,29.90980833,-90.18313889,0,23,13,23,21,0,0,0
22,220668,2,95,800,4,12,2015,6,17,36,2,US-61 AIRLINE HWY,SUGARCANE ROAD,333,30.07610833,-90.6036,0,17,37,17,49,18,50,0
22,220669,1,113,10,16,7,2015,5,22,38,2,US-167,,7,29.98646944,-92.1377,0,22,38,22,43,23,12,0
22,220670,1,103,0,11,1,2015,1,20,30,4,CR-ARCHIE SINGLETARY ROAD,WEST RIDGEWOOD DRIVE,0,30.45000833,-89.811925,0,20,40,20,58,88,88,1
22,220671,1,33,150,15,3,2015,1,10,22,3,SR-30 NICHOLSON DR,,40,30.38893889,-91.17228056,0,10,24,10,27,10,46,0
22,220672,1,29,750,18,12,2015,6,18,11,2,US-425,OHIO AVENUE,107,31.63572222,-91.55474167,0,88,88,88,88,88,88,0
22,220673,1,47,1870,15,12,2015,3,4,45,3,SR-405,,289,30.28136389,-91.22271111,0,4,46,4,54,88,88,0
22,220674,1,1,0,27,8,2015,5,11,50,4,CR-HENRY RD,,0,30.07985,-92.37576944,0,11,52,12,6,88,88,0
22,220675,1,1,0,8,9,2015,3,5,25,4,CR-JASMINE RD,,0,30.23538056,-92.45091944,0,5,27,5,38,99,99,0
22,220676,4,85,1440,22,11,2015,1,2,24,6,MARTIN LUTHER KING,E LOUISIANA AVE,0,31.56696944,-93.47593889,0,2,30,2,32,3,26,0
22,220677,1,67,140,28,11,2015,7,20,2,2,US-165 E MADISON AVE,,2029,32.78098889,-91.89906944,0,20,4,20,7,88,88,0
22,220678,3,103,0,3,12,2015,5,12,45,3,SR-433,ROBIN STREET,139,30.29058056,-89.83721944,0,99,99,99,99,99,99,0
22,220679,5,113,1180,4,12,2015,6,18,41,3,SR-14 E VETERANS MEMORIAL,,708,29.99385,-92.2723,0,18,41,18,46,19,35,0
22,220680,4,33,150,28,11,2015,7,2,50,1,I-10,,1636,30.38677778,-91.07276111,0,2,50,2,57,3,25,1
22,220681,1,71,1690,18,4,2015,7,0,20,7,EARHART BLVD/US-90/I-10,,0,29.94589167,-90.07945,0,0,24,0,26,0,35,0
22,220682,2,5,870,23,4,2015,5,10,11,3,SR-30,,253,30.21086111,-90.92840833,0,10,10,10,12,10,33,0
22,220683,3,17,2130,10,12,2015,5,17,99,2,US-71,,1986,32.55693333,-93.78301944,0,17,55,17,56,18,26,0
22,220684,1,51,1545,25,11,2015,4,12,30,4,CR-RICHLAND AVE,,0,30.00031111,-90.17411111,0,12,35,12,41,13,14,0
22,220685,2,71,1690,7,6,2015,1,21,15,2,US-90,BUNDY RD,2672,30.01595,-89.97886111,0,21,18,21,22,21,36,0
22,220686,2,49,1150,22,12,2015,3,22,0,6,NORTHEAST STREET,MOROCCO ST.,0,32.2488,-92.70532778,0,22,0,22,5,22,35,0
22,220687,3,11,0,18,1,2015,1,10,40,3,SR-12,,261,30.4685,-93.36548056,0,10,45,10,53,12,8,0
22,220688,2,115,1660,6,4,2015,2,14,9,2,US-171 LAKE CHARLES HWY,,636,31.10251944,-93.26973889,0,14,9,14,11,15,58,0
22,220689,3,103,0,7,4,2015,3,14,15,3,SR-21,,156,30.56044722,-90.00248611,0,14,22,14,33,15,47,0
22,220690,1,73,1560,1,5,2015,6,17,10,3,SR-134,MILL BAYOU ROAD,14,32.64371111,-92.03634444,0,17,14,17,39,18,54,0
22,220691,1,73,1560,16,5,2015,7,16,33,1,I-20,,1220,32.49218611,-92.02889167,0,16,46,16,59,17,15,0
22,220692,7,95,0,23,5,2015,7,2,12,1,I-10 @ US-51 INTERCHANGE,,2098,30.08946667,-90.44539444,0,2,14,2,32,3,46,0
22,220693,1,105,0,18,6,2015,5,19,2,4,CR-WEINBERGER RD,,0,30.41788889,-90.3723,0,19,2,19,15,99,99,0
22,220694,1,51,1488,4,7,2015,7,20,57,4,CR-AMES BLVD,,0,29.88965833,-90.11396111,0,20,59,21,6,21,20,1
22,220695,2,103,1400,8,5,2015,6,11,58,3,SR-59,DOVE PARK ROAD,36,30.41133333,-90.04100278,0,11,51,11,55,12,16,0
22,220696,2,33,150,29,7,2015,4,21,3,6,N. ACADIAN THRU,,0,30.45005,-91.15468889,0,21,3,21,3,21,23,0
22,220697,2,19,2210,3,8,2015,2,9,11,3,SR-108,SWISCO RD,229,30.20929444,-93.32550278,0,9,5,9,11,9,49,0
22,220698,1,17,0,13,8,2015,5,19,11,3,SR-538,,72,32.60533889,-93.86541944,0,19,7,19,10,19,44,0
22,220699,2,81,0,22,8,2015,7,15,0,3,SR-1,,3366,31.91065,-93.28158056,0,15,5,15,19,15,57,0
22,220700,3,19,0,29,8,2015,7,11,50,3,SR-27,,792,30.16645,-93.37606944,0,11,52,12,4,13,0,0
22,220701,1,105,9898,27,11,2015,6,16,20,3,SR-3158 AIRPORT RD,SR-1067,12,30.49381944,-90.41493889,0,16,20,16,30,18,10,0
22,220702,1,71,1690,29,4,2015,4,22,45,6,BROOKLYN AVENUE,,0,29.93841667,-90.05294167,0,23,2,23,7,23,27,0
23,230001,2,19,250,1,1,2015,5,2,30,6,FINSON RD,,99998,44.85108889,-68.82346944,0,2,33,2,44,3,26,1
23,230002,2,29,4050,3,1,2015,7,0,20,3,SR-187 MAIN ST,,99998,44.5323,-67.59951944,0,0,21,0,33,88,88,1
23,230003,3,5,1540,14,1,2015,4,13,50,2,US-302 ROOSEVELT TRL,,99998,43.95068056,-70.55303889,0,13,53,14,2,88,88,0
23,230004,2,11,2752,19,1,2015,2,8,0,3,SR-17 MAIN ST,,99998,44.40780556,-70.04526944,8,8,3,8,18,88,88,0
23,230005,1,19,250,19,1,2015,2,17,11,2,US-2 OUTER HAMMOND STREET,,99998,44.78776111,-68.81643889,0,17,18,17,23,17,43,1
23,230006,1,17,500,24,1,2015,7,2,44,6,SUNDAY RIVER ROAD,,99998,44.44676111,-70.80946111,0,2,40,2,54,88,88,1
23,230007,1,13,7000,30,1,2015,6,17,30,6,SR 1 190 CAMDEN ST,,99998,44.12208889,-69.10026944,0,17,32,17,33,17,46,1
23,230008,2,19,5150,3,2,2015,3,16,16,3,SR-157 MAIN STREET,,99998,45.66296944,-68.63761944,0,16,20,16,23,16,52,0
23,230009,3,5,7850,23,1,2015,6,16,25,3,SR-25 OSSIPEE TRAIL WEST,SACO ROAD,99998,43.73758889,-70.63061111,0,16,32,16,34,17,27,0
23,230010,1,5,2700,11,2,2015,4,14,35,2,US-1,,99998,43.71513889,-70.23529444,0,14,39,14,44,15,13,0
23,230011,3,23,8350,9,2,2015,2,6,19,3,SR-196 LEWISTON ROAD,,99998,43.98933056,-70.04546111,0,6,21,6,23,7,30,0
23,230012,1,17,7100,6,3,2015,6,16,46,6,RIVER STREET,,99998,44.54650556,-70.54661111,0,16,48,16,51,17,17,1
23,230013,1,25,70,27,2,2015,6,16,40,3,SR-151 BRIGHTON ROAD,,99998,44.93515278,-69.676175,0,16,42,16,57,88,88,0
23,230014,5,3,4900,9,3,2015,2,10,15,3,SR-161 NEW SWEDEN RD,,99998,47.04721111,-68.20258056,0,12,10,12,15,12,50,0
23,230015,2,25,4950,24,3,2015,3,10,56,3,SR-201 101 LAKEWOOD RD,,99998,44.79685278,-69.74896389,0,10,57,11,2,88,88,0
23,230016,2,27,4460,31,3,2015,3,19,20,3,SR-52 BELFAST ROAD,,99998,44.30721944,-69.09411944,0,22,21,22,36,0,33,2
23,230017,1,21,3500,22,4,2015,4,12,28,3,SR-15 WATER STREET,,99998,45.17337778,-69.35046111,0,12,35,12,58,13,31,0
23,230018,2,19,5055,27,4,2015,2,12,47,3,SR-157 MEDWAY ROAD,MAIN ROAD,99998,45.60125,-68.51768889,0,12,50,12,57,13,41,0
23,230019,1,31,8905,2,5,2015,7,0,51,2,US-1 POST RD,MARINER LN,99998,43.279,-70.5953,0,0,52,1,0,1,49,1
23,230020,1,25,5480,3,5,2015,1,15,49,6,WARD HILL ROAD,MADISON ROAD,99998,44.72206111,-69.79878889,0,15,49,15,53,88,88,1
23,230022,3,1,7199,4,5,2015,2,10,14,6,CROWLEY ROAD,,99998,44.07526944,-70.10960556,0,10,14,10,22,10,23,0
23,230023,1,3,6138,6,5,2015,4,21,58,6,HIGH MEADOW ROAD,,0,46.87766944,-68.27026111,0,22,3,22,18,88,88,1
23,230024,3,29,8960,7,5,2015,5,4,55,3,SR-9 4548 AIRLINE ROAD,,99998,44.95035,-67.67481944,0,5,0,5,34,88,88,0
23,230025,2,31,3710,9,5,2015,7,2,58,3,SR-202 181 HOLLIS RD,,99998,43.59716111,-70.56391111,8,2,56,3,9,4,0,1
23,230026,1,31,1958,9,5,2015,7,13,43,3,SR-5 NEW COUNTY ROAD,,99998,43.55336944,-70.61303056,0,13,10,13,15,14,0,0
23,230027,1,1,3440,9,5,2015,7,0,55,6,ALLEN POND ROAD,,99998,44.24215,-70.15921111,0,88,88,88,88,88,88,1
23,230028,1,31,2,10,5,2015,1,18,22,3,SR-109,,99998,43.5355,-70.91645833,0,18,24,18,32,88,88,1
23,230029,1,21,3500,7,4,2015,3,11,18,3,SR-15 SOKOKIS TRAIL,,99998,45.17337778,-69.35046111,0,12,35,12,58,13,31,0
23,230030,1,25,70,20,5,2015,4,1,2,3,SR-43 HARTLAND RD,,99998,44.90974722,-69.62721389,0,1,5,1,21,99,99,1
23,230031,1,5,6400,21,5,2015,5,1,41,6,BRIGHTON AVE,HOLLIS RD,99998,43.66586944,-70.29318889,0,1,43,1,45,88,88,1
23,230032,1,3,9997,27,5,2015,4,9,50,6,STRIP ROAD,,99998,47.18746944,-68.57108889,0,9,53,10,3,99,99,0
23,230033,1,31,7200,28,5,2015,5,6,33,1,I-95,,99998,43.53561944,-70.44423056,0,6,35,6,41,88,88,0
23,230034,1,23,350,29,5,2015,6,17,23,6,CENTRE STREET,,99998,43.91213889,-69.83376111,0,17,24,17,26,17,54,0
23,230035,4,31,4405,30,5,2015,7,3,40,6,WHALEBACK RD,,99998,43.77849444,-70.72747778,0,3,58,4,4,5,1,1
23,230036,1,19,250,30,5,2015,7,20,38,2,US-2 HAMMOND STREET,STATE STREET,99998,44.8016,-68.77135,0,20,39,20,43,21,8,0
23,230037,1,29,8340,29,5,2015,6,23,15,2,US-1 SOUTH ROAD,,99998,45.39065,-67.71641944,0,23,24,23,52,0,54,0
23,230038,1,11,7344,5,6,2015,6,15,31,6,QUAKER ROAD,,99998,44.41913056,-69.78086944,0,15,24,15,38,88,88,1
23,230039,3,19,6225,6,6,2015,7,7,26,3,SR-7 MOOSEHEAD TRAIL,,99998,44.79148889,-69.21638056,0,7,36,7,45,8,38,0
23,230040,1,1,5202,6,6,2015,7,20,40,6,CENTER MINOT HILL ROAD,,99998,44.14776389,-70.33106944,0,20,45,20,58,88,88,1
23,230041,4,19,3800,7,6,2015,1,13,54,1,I-95,,2220,45.3107,-68.65933056,0,14,0,14,12,15,13,0
23,230042,2,13,8500,9,6,2015,3,14,55,3,SR-17 HEALD HIGHWAY,,99998,44.21336111,-69.2286,0,14,59,15,5,88,88,0
23,230043,5,9,5860,11,6,2015,5,17,46,3,SR-1 ACADIA HIGHWAY,,99998,44.57058889,-68.72563889,0,17,48,17,52,18,2,0
23,230044,2,5,5433,13,6,2015,7,14,26,1,I-95,,9998,44.00551111,-70.30531111,0,14,28,14,43,15,17,1
23,230045,1,31,5500,15,6,2015,2,7,34,6,FORD QUINT ROAD,,99998,43.38934167,-70.77845,0,7,37,7,45,88,88,1
23,230046,3,19,3620,18,6,2015,5,21,13,6,ANNIS ROAD,,99998,44.81048889,-68.93028889,0,21,16,21,26,21,51,1
23,230047,4,27,400,10,6,2015,4,9,20,3,SR-7 WALDO AVE,,99998,44.43622222,-69.02453056,0,10,35,10,58,11,58,0
23,230048,3,1,4650,2,7,2015,5,11,13,3,SR-133 PARK ST,,99998,44.40306944,-70.12911111,0,11,15,11,24,12,23,0
23,230049,1,25,7360,10,7,2015,6,14,57,2,US-201 SOUTH MAIN STREET,,99998,44.92156111,-69.82633333,0,15,1,15,14,88,88,0
23,230050,2,11,8780,11,7,2015,7,1,30,6,BOG ROAD,,99998,44.43923056,-69.65418056,0,88,88,88,88,88,88,1
23,230051,2,7,9997,12,7,2015,1,14,0,6,BEAUDRY ROAD,,99998,45.37445278,-70.58208611,0,13,58,14,32,99,99,1
23,230052,1,1,4500,17,7,2015,6,18,27,3,SR-9 358 RIDGE ROAD,,99998,44.05098333,-70.08101389,0,18,29,18,36,88,88,0
23,230053,1,31,2,18,7,2015,7,0,41,3,SR-109,,99998,43.524075,-70.888025,0,0,42,0,52,88,88,0
23,230054,1,9,1200,19,7,2015,1,18,26,6,MILLVALE RD,,99998,44.62898889,-68.77018889,0,18,27,18,35,88,88,1
23,230055,4,27,8360,20,7,2015,2,20,43,6,N. DIXMONT ROAD,,99998,44.70473056,-69.215,0,20,51,21,15,22,51,1
23,230056,1,3,2350,21,7,2015,3,15,50,6,CONTANT ROAD,,99998,46.68331944,-67.90223056,0,15,50,16,0,16,21,1
23,230057,5,31,5725,24,7,2015,6,13,28,1,I-95,,130,43.24541111,-70.62716944,0,13,31,13,42,14,22,0
23,230058,1,11,2725,25,7,2015,7,0,58,6,NORTHERN AVE,,99998,44.25618056,-69.83741944,0,1,1,1,12,88,88,1
23,230059,1,11,4552,26,7,2015,1,13,52,6,PLAINS ROAD,,99998,44.14863889,-69.91513056,0,88,88,88,88,88,88,1
23,230060,2,5,9000,25,7,2015,7,20,35,6,261 PRIDE STREET,,99998,43.71025556,-70.33649722,0,20,37,20,40,21,4,1
23,230061,3,29,1833,27,7,2015,2,13,50,3,SR-9 AIRLINE ROAD,,99998,45.00006944,-67.60143889,0,13,57,14,13,88,88,0
23,230062,2,19,3700,28,7,2015,3,15,53,6,COPELAND HILL ROAD,,99998,44.75041111,-68.69993056,0,15,57,16,0,16,35,1
23,230063,1,19,2505,31,7,2015,6,21,6,3,SR-155 HAMMET ROAD,,99998,45.24063889,-68.63336111,0,21,12,21,24,88,88,1
23,230064,2,3,2900,1,8,2015,7,1,41,3,SR-161 ST. JOHN ROAD,,99998,47.23581944,-68.65561111,0,1,40,1,50,2,37,2
23,230065,3,9,7650,1,8,2015,7,14,46,3,SR-102 MAIN ST.,,99998,44.31148056,-68.33238889,0,14,48,14,53,15,37,0
23,230066,2,17,1180,2,8,2015,1,15,20,3,SR-117 TURNER STREET,,99998,44.26488889,-70.31538056,0,15,29,15,34,16,19,1
23,230067,1,7,5455,2,8,2015,1,1,6,3,SR-2 FARMINGTON FALLS ROAD,,99998,44.62965,-70.05128056,0,18,0,18,14,88,88,1
23,230068,1,25,5060,12,5,2015,3,13,3,2,US-2 MERCER ROAD,,99998,44.66522778,-69.95335278,0,13,17,13,30,14,5,0
23,230069,2,25,9030,28,7,2015,3,14,13,2,US-201,,99998,45.37111111,-70.01268333,0,88,88,88,88,88,88,0
23,230070,1,31,9800,4,8,2015,3,0,32,6,RIDGE ROAD,,99998,43.17118056,-70.61851944,0,0,36,0,39,1,22,1
23,230071,1,5,3606,5,8,2015,4,6,39,3,SR-24 HARPSWELL ISLANDS ROAD,,99998,43.79478889,-69.93781111,0,6,40,6,53,88,88,0
23,230072,1,31,4343,5,9,2015,7,18,27,2,US-202 CARL BROGGI HIGHWAY,,99998,43.3369,-70.94021944,0,18,28,18,46,19,13,0
23,230073,1,1,2214,2,8,2015,1,19,11,3,SR-125 354 PINKHAM BROOK ROAD,MEADOW ROAD,99998,43.97185278,-70.06156111,0,19,18,19,23,88,88,1
23,230074,1,31,9800,7,8,2015,6,9,55,3,SR-117 CAPE ROAD,,99998,43.70861667,-70.69829444,0,9,58,10,2,10,54,0
23,230075,3,29,8340,9,8,2015,1,12,44,2,US-1 NORTH ROAD,,99998,45.47391111,-67.74836111,0,13,20,13,39,14,50,0
23,230076,1,5,3608,10,8,2015,2,18,53,3,SR-117 NORWAY ROAD,,99998,44.13521111,-70.65633056,0,88,88,88,88,88,88,1
23,230077,3,5,1540,11,8,2015,3,5,56,3,SR-11 POLAND SPRING,,99998,43.98243056,-70.53685,0,5,59,6,10,6,45,0
23,230078,6,3,7970,14,8,2015,6,21,21,3,SR-161 NEW SWEDEN ROAD,LAKE STREET,99998,47.02991944,-68.16818056,0,21,20,21,57,22,25,0
23,230079,1,17,8898,19,8,2015,4,21,17,6,HUNTS CORNER ROAD,,99998,44.23391111,-70.70591944,0,21,23,21,39,88,88,1
23,230080,3,31,1958,15,8,2015,7,23,35,6,GOULD ROAD,,99998,43.53603056,-70.5807,0,23,34,23,40,88,88,1
23,230081,1,17,5952,22,8,2015,7,14,50,6,ROBINSON HILL ROAD,JAM HILL ROAD,99990,44.14221944,-70.43165,0,88,88,88,88,88,88,1
23,230082,5,23,9600,13,8,2015,5,19,30,2,US-1,SHAW ROAD,99998,43.94563056,-69.75363889,0,19,34,19,47,20,24,0
23,230083,1,25,2650,11,8,2015,3,17,6,3,SR-104 61 MIDDLE ROAD,,99998,44.63899722,-69.67905,0,17,7,17,16,88,88,1
23,230084,2,11,8900,27,8,2015,5,15,40,2,US-201 COLLEGE AVENUE,COTTAGE STREET,99998,44.57107222,-69.61838056,0,15,42,15,44,15,56,0
23,230085,1,19,9997,29,8,2015,7,17,0,1,I-95,,2390,45.49688889,-68.5617,0,17,6,17,14,88,88,1
23,230086,1,7,5460,30,8,2015,1,21,38,3,SR-27 NEW VINEYARD ROAD,,99998,44.76924444,-70.12840278,0,21,42,21,56,88,88,1
23,230087,1,25,5060,30,8,2015,1,16,50,2,US-2 MERCER ROAD,VALLEY ROAD,99998,44.68048056,-69.887675,0,16,52,17,1,18,16,0
23,230088,5,5,2700,5,9,2015,7,12,10,1,I-295,,110,43.73414167,-70.22908333,0,12,15,12,21,12,38,0
23,230089,1,3,1500,7,9,2015,2,12,30,3,SR-89,MADAWASKA ROAD,99998,46.89553056,-67.94678056,0,12,30,12,36,13,6,0
